name,tag,symbol,currency,status
SRCOIN,srcoin,SRCOIN,USD,available
Ties.DB,tiesdb,TIE,USD,available
Leadcoin,leadcoin,LDC,USD,available
Nicash,nicash,NICASH,USD,available
Opal,opal,OPAL,USD,available
ParallelCoin,parallelcoin,DUO,USD,available
Bitcurrency,bitcurrency,BTCR,USD,available
AquariusCoin,aquariuscoin,ARCO,USD,available
FoldingCoin,foldingcoin,FLDC,USD,available
SkinCoin,skincoin,SKIN,USD,available
Mao Zedong,mao-zedong,MAO,USD,available
REOSC,reosc,REOSC,USD,available
imbrex,imbrex,REX,USD,available
GINcoin,gincoin,GIN,USD,available
Bitcloud,bitcloud,BTDX,USD,available
Magi,magi,XMG,USD,available
OptiToken,optitoken,OPTI,USD,available
Emerald Crypto,emerald,EMD,USD,available
Guncoin,guncoin,GUN,USD,available
Storiqa,storiqa,STQ,USD,available
Proton Token,proton-token,PTT,USD,available
Dynamite,dynamite,DYNMT,USD,available
DraftCoin,draftcoin,DFT,USD,available
Elacoin,elacoin,ELC,USD,available
KekCoin,kekcoin,KEK,USD,available
Bitz,bitz,BITZ,USD,available
SuperCoin,supercoin,SUPER,USD,available
vSlice,vslice,VSL,USD,available
PosEx,posex,PEX,USD,available
PoSW Coin,posw-coin,POSW,USD,available
EvenCoin,evencoin,EVN,USD,available
Adzcoin,adzcoin,ADZ,USD,available
BitBar,bitbar,BTB,USD,available
Truegame,tgame,TGAME,USD,available
Evil Coin,evil-coin,EVIL,USD,available
Crowd Machine,crowd-machine,CMCT,USD,available
Verify,verify,CRED,USD,available
Worldcore,worldcore,WRC,USD,available
Nasdacoin,nasdacoin,NSD,USD,available
Monkey Project,monkey-project,MONK,USD,available
Bata,bata,BTA,USD,available
KushCoin,kushcoin,KUSH,USD,available
Yacoin,yacoin,YAC,USD,available
PopularCoin,popularcoin,POP,USD,available
OctoCoin,octocoin,888,USD,available
VULCANO,vulcano,VULC,USD,available
TEAM (TokenStars),tokenstars,TEAM,USD,available
Sling,sling,SLING,USD,available
Firecoin,firecoin,FIRE,USD,available
Crave,crave,CRAVE,USD,available
BitWhite,bitwhite,BTW,USD,available
Litecoin Plus,litecoin-plus,LCP,USD,available
MojoCoin,mojocoin,MOJO,USD,available
Rimbit,rimbit,RBT,USD,available
Mineum,mineum,MNM,USD,available
Joulecoin,joulecoin,XJO,USD,available
BlockCAT,blockcat,CAT,USD,available
Zetacoin,zetacoin,ZET,USD,available
Bitcoin Zero,bitcoin-zero,BZX,USD,available
Franko,franko,FRK,USD,available
Bitcoin Interest,bitcoin-interest,BCI,USD,available
Bolivarcoin,bolivarcoin,BOLI,USD,available
Bela,belacoin,BELA,USD,available
GameBet Coin,gamebet-coin,GBT,USD,available
Ultimate Secure Cash,ultimate-secure-cash,USC,USD,available
Rubies,rubies,RBIES,USD,available
FirstCoin,firstcoin,FRST,USD,available
Eroscoin,eroscoin,ERO,USD,available
Kurrent,kurrent,KURT,USD,available
Ratecoin,ratecoin,XRA,USD,available
Unitus,unitus,UIS,USD,available
Xios,xios,XIOS,USD,available
Prime-Ex Perpetual,prime-ex-perpetual,PEXT,USD,available
PX,px,PX,USD,available
SteepCoin,steepcoin,STEEP,USD,available
BillaryCoin,billarycoin,BLRY,USD,available
Universe,universe,UNI,USD,available
Unify,unify,UNIFY,USD,available
GuccioneCoin,guccionecoin,GCC,USD,available
Privatix,privatix,PRIX,USD,available
Bitcoin Red,bitcoin-red,BTCRED,USD,available
Mchain,mchain,MAR,USD,available
Coin2.1,coin2-1,C2,USD,available
Bitzeny,bitzeny,ZNY,USD,available
Rupee,rupee,RUP,USD,available
BeaverCoin,beavercoin,BVC,USD,available
BERNcash,berncash,BERN,USD,available
Spots,spots,SPT,USD,available
Niobio Cash,niobio-cash,NBR,USD,available
iTicoin,iticoin,ITI,USD,available
WARP,warp,WARP,USD,available
Universal Currency,universal-currency,UNIT,USD,available
LiteBar,litebar,LTB,USD,available
ATBCoin,atbcoin,ATB,USD,available
PureVidz,purevidz,VIDZ,USD,available
GlobalToken,globaltoken,GLT,USD,available
Syndicate,syndicate,SYNX,USD,available
SmartCoin,smartcoin,SMC,USD,available
ELTCOIN,eltcoin,ELTCOIN,USD,available
Paragon,paragon,PRG,USD,available
Miners' Reward Token,miners-reward-token,MRT,USD,available
GoldBlocks,goldblocks,GB,USD,available
Suretly,suretly,SUR,USD,available
Onix,onix,ONX,USD,available
ICOBID,icobid,ICOB,USD,available
Global Currency Reserve,global-currency-reserve,GCR,USD,available
Ethereum Cash,ethereumcash,ECASH,USD,available
Digital Money Bits,digital-money-bits,DMB,USD,available
Blakecoin,blakecoin,BLC,USD,available
Acoin,acoin,ACOIN,USD,available
GlobalCoin,globalcoin,GLCn,USD,available
Theresa May Coin,theresa-may-coin,MAY,USD,available
TrumpCoin,trumpcoin,TRUMP,USD,available
Bitradio,bitradio,BRO,USD,available
Shilling,shilling,SH,USD,available
PostCoin,postcoin,POST,USD,available
Metal Music Coin,metal-music-coin,MTLMC3,USD,available
TEKcoin,tekcoin,TEK,USD,available
Cream,cream,CRM,USD,available
VIP Tokens,vip-tokens,VIP,USD,available
Zurcoin,zurcoin,ZUR,USD,available
Uro,uro,URO,USD,available
Atonomi,atonomi,ATMI,USD,available
FuzzBalls,fuzzballs,FUZZ,USD,available
Regalcoin,regalcoin,REC,USD,available
Wild Crypto,wild-crypto,WILD,USD,available
Debitcoin,debitcoin,DBTC,USD,available
MindCoin,mindcoin,MND,USD,available
Dreamcoin,dreamcoin,DRM,USD,available
Centurion,centurion,CNT,USD,available
Moin,moin,MOIN,USD,available
CryCash,crycash,CRC,USD,available
Unrealcoin,unrealcoin,URC,USD,available
XGOX,xgox,XGOX,USD,available
Signatum,signatum,SIGT,USD,available
iBTC,ibtc,IBTC,USD,available
EDRCoin,edrcoin,EDRC,USD,available
Beatcoin,beatcoin,XBTS,USD,available
GeyserCoin,geysercoin,GSR,USD,available
Sativacoin,sativacoin,STV,USD,available
TOKYO,tokyo,TOKC,USD,available
Influxcoin,influxcoin,INFX,USD,available
Ride My Car,ride-my-car,RIDE,USD,available
Orlycoin,orlycoin,ORLY,USD,available
PayCoin,paycoin2,XPY,USD,available
Save and Gain,save-and-gain,SANDG,USD,available
Jewels,jewels,JWL,USD,available
Braincoin,braincoin,BRAIN,USD,available
LetItRide,letitride,LIR,USD,available
ParkByte,parkbyte,PKB,USD,available
GoldPieces,goldpieces,GP,USD,available
MustangCoin,mustangcoin,MST,USD,available
AmsterdamCoin,amsterdamcoin,AMS,USD,available
PayCon,paycon,CON,USD,available
PRiVCY,privcy,PRIV,USD,available
X-Coin,x-coin,XCO,USD,available
BitRent,bitrent,RNTB,USD,available
Matchpool,guppy,GUP,USD,available
RonPaulCoin,ronpaulcoin,RPC,USD,available
MarteXcoin,martexcoin,MXT,USD,available
Elementrem,elementrem,ELE,USD,available
PIECoin,piecoin,PIE,USD,available
DNotes,dnotes,NOTE,USD,available
ARBITRAGE,arbitrage,ARB,USD,available
SpreadCoin,spreadcoin,SPR,USD,available
Zonecoin,zonecoin,ZNE,USD,available
BowsCoin,bowscoin,BSC,USD,available
Californium,californium,CF,USD,available
ARbit,arbit,ARB,USD,available
Thore Cash,thore-cash,TCH,USD,available
OsmiumCoin,osmiumcoin,OS76,USD,available
JobsCoin,jobscoin,JOBS,USD,available
Bitcoin 21,bitcoin-21,XBTC21,USD,available
Desire,desire,DSR,USD,available
Visio,visio,VISIO,USD,available
SydPak,sydpak,SDP,USD,available
Xonecoin,xonecoin,XOC,USD,available
Zayedcoin,zayedcoin,ZYD,USD,available
ImpulseCoin,impulsecoin,IMPS,USD,available
BROTHER,brat,BRAT,USD,available
CrevaCoin,crevacoin,CREVA,USD,available
Rupaya,rupaya,RUPX,USD,available
Quebecoin,quebecoin,QBC,USD,available
HOdlcoin,hodlcoin,HODL,USD,available
SongCoin,songcoin,SONG,USD,available
Titcoin,titcoin,TIT,USD,available
Destiny,destiny,DES,USD,available
Taler Coin,talercoin,TLR,USD,available
Litecred,litecred,LTCR,USD,available
EquiTrader,equitrader,EQT,USD,available
Dollarcoin,dollarcoin,DLC,USD,available
BitCoal,bitcoal,COAL,USD,available
SpeedCash,speedcash,SCS,USD,available
Eurocoin,eurocoin,EUC,USD,available
Open Trading Network,open-trading-network,OTN,USD,available
Cannation,cannation,CNNC,USD,available
Prime-XI,prime-xi,PXI,USD,available
MiloCoin,milocoin,MILO,USD,available
LiteBitcoin,litebitcoin,LBTC,USD,available
Cabbage,cabbage,CAB,USD,available
TajCoin,tajcoin,TAJ,USD,available
RSGPcoin,rsgpcoin,RSGP,USD,available
Veltor,veltor,VLT,USD,available
NevaCoin,nevacoin,NEVA,USD,available
Luna Coin,luna-coin,LUNA,USD,available
VectorAI,vector,VEC2,USD,available
JavaScript Token,javascript-token,JS,USD,available
High Voltage,high-voltage,HVCO,USD,available
Bulleon,bulleon,BUL,USD,available
LiteCoin Ultra,litecoin-ultra,LTCU,USD,available
Project-X,project-x,NANOX,USD,available
PLNcoin,plncoin,PLNC,USD,available
Bitvolt,bitvolt,VOLT,USD,available
Independent Money System,independent-money-system,IMS,USD,available
PlatinumBAR,platinumbar,XPTX,USD,available
BenjiRolls,benjirolls,BENJI,USD,available
Paypex,paypex,PAYX,USD,available
Dalecoin,dalecoin,DALC,USD,available
BriaCoin,briacoin,BRIA,USD,available
WomenCoin,women,WOMEN,USD,available
Dash Green,dash-green,DASHG,USD,available
Wild Beast Block,wild-beast-block,WBB,USD,available
Peerguess,guess,GUESS,USD,available
EcoCoin,ecocoin,ECO,USD,available
Crystal Clear ,crystal-clear,CCT,USD,available
Comet,comet,CMT,USD,available
SONO,altcommunity-coin,SONO,USD,available
NodeCoin,nodecoin,NODC,USD,available
iBank,ibank,IBANK,USD,available
Coinonat,coinonat,CXT,USD,available
SocialCoin,socialcoin-socc,SOCC,USD,available
Fintab,fintab,FNTB,USD,available
RouletteToken,roulettetoken,RLT,USD,available
Ccore,ccore,CCO,USD,available
Iconic,iconic,ICON,USD,available
Experience Points,experience-points,XP,USD,available
VapersCoin,vaperscoin,VPRC,USD,available
PonziCoin,ponzicoin,PONZI,USD,available
Argus,argus,ARGUS,USD,available
Concoin,concoin,CONX,USD,available
ArtByte,artbyte,ABY,USD,available
Helpico,helpico,HELP,USD,available
HarmonyCoin,harmonycoin-hmc,HMC,USD,available
X2,x2,X2,USD,available
CRYPTO20,c20,C20,USD,available
RON,ron,RON,USD,available
Aces,aces,ACES,USD,available
ALQO,alqo,XLQ,USD,available
BUMO,bumo,BU,USD,available
DEEX,deex,DEEX,USD,available
FOIN,foin,FOIN,USD,available
Kala,kala,KALA,USD,available
LIZA,liza,LIZA,USD,available
MOAC,moac,MOAC,USD,available
NAGA,naga,NGC,USD,available
ODEM,odem,ODE,USD,available
Veggie,vegi,VEGI,USD,available
WiBX,wibx,WBX,USD,available
Axiom,axiom,AXIOM,USD,available
Clams,clams,CLAM,USD,available
Dashs,dashs,DASHS,USD,available
Fidyo,fidyo,FIDYO,USD,available
Flash,flash,FLASH,USD,available
Hydro,hydro,HYDRO,USD,available
Lykke,lykke,LKK,USD,available
MMXVI,mmxvi,MMXVI,USD,available
SaluS,salus,SLS,USD,available
Tesra,tesra,TSR,USD,available
BioBar,biobar,BIOB,USD,available
Bubble,bubble,BUB,USD,available
Change,change,CAG,USD,available
ECC,eccoin,ECC,USD,available
Francs,francs,FRN,USD,available
Maggie,maggie,MAG,USD,available
Nectar,nectar,NEC,USD,available
netBit,netbit,NBIT,USD,available
Sphere,sphere,SPHR,USD,available
Wagerr,wagerr,WGR,USD,available
XDE II,xde-ii,XDE2,USD,available
BitCore,bitcore,BTX,USD,available
BMChain,bmchain,BMT,USD,available
BTCMoon,btcmoon,BTCM,USD,available
Electra,electra,ECA,USD,available
LKRCoin,lkrcoin,LKRc,USD,available
Moneta,moneta2,MONETA,USD,available
Neumark,neumark,NEU,USD,available
Omicron,omicron,OMC,USD,available
Sexcoin,sexcoin,SXC,USD,available
United Traders Token,uttoken,UTT,USD,available
Bastonet,bastonet,BSN,USD,available
BitTube,bit-tube,TUBE,USD,available
BitcoinX,bitcoinx,BCX,USD,available
BlockCDN,blockcdn,BCDN,USD,available
ClubCoin,clubcoin,CLUB,USD,available
DarkLisk,darklisk,DISK,USD,available
Etheroll,etheroll,DICE,USD,available
Fazzcoin,fazzcoin,FAZZ,USD,available
MarxCoin,marxcoin,MARX,USD,available
PeepCoin,peepcoin,PCN,USD,available
Polybius,polybius,PLBT,USD,available
Quotient,quotient,XQN,USD,available
RubleBit,rublebit,RUBIT,USD,available
Rubycoin,rubycoin,RBY,USD,available
SegWit2x,segwit2x,B2X,USD,available
TopChain,topchain,TOPC,USD,available
Universa,universa,UTNP,USD,available
Voyacoin,voyacoin,VOYA,USD,available
Zeitcoin,zeitcoin,ZEIT,USD,available
AgaveCoin,agavecoin,AGVC,USD,available
BNS Token,bns-token,BNS,USD,available
CanYaCoin,canyacoin,CAN,USD,available
COMSA [ETH],comsa-eth,CMS,USD,available
EncrypGen,encrypgen,DNA,USD,available
KashhCoin,kashhcoin,KASHH,USD,available
Lambo Coin,lambocoin,LAMBO,USD,available
RoyalCoin,royalcoin,ROYAL,USD,available
ShellCoin,shellcoin,SHELL,USD,available
SwapToken,swaptoken,TOKEN,USD,available
ThoreNext,thorenext,THX,USD,available
Auroracoin,auroracoin,AUR,USD,available
Authorship,authorship,ATS,USD,available
AvatarCoin,avatarcoin,AV,USD,available
BlazerCoin,blazercoin,BLAZR,USD,available
BlockStamp,blockstamp,BST,USD,available
ColossusXT,colossusxt,COLX,USD,available
FirstBlood,firstblood,1ST,USD,available
Flash Token,flashtoken,FTOKEN,USD,available
Fonziecoin,fonziecoin,FONZ,USD,available
FuturoCoin,futurocoin,FTO,USD,available
PrismChain,prismchain,PRM,USD,available
RabbitCoin,rabbitcoin,RBBT,USD,available
SpankChain,spankchain,SPANK,USD,available
SportsCoin,sportscoin,SPORT,USD,available
TrickyCoin,trickycoin,TRICK,USD,available
Bitcoin God,bitcoin-god,GOD,USD,available
CoinEx Token,coinextoken,CET,USD,available
Dinastycoin,dinastycoin,DCY,USD,available
NewYorkCoin,newyorkcoin,NYC,USD,available
NoLimitCoin,nolimitcoin,NLC2,USD,available
V-Dimension,v-dimension,VOLLAR,USD,available
Counterparty,counterparty,XCP,USD,available
Cycling Coin,cycling-coin,CYC,USD,available
DeltaCredits,deltacredits,DCRE,USD,available
Bitcoin Vault,bitcoin-vault,BTCV,USD,available
Ethereum Lite,ethereum-lite,ELITE,USD,available
InflationCoin,inflationcoin,IFLT,USD,available
InvisibleCoin,invisiblecoin,IVZ,USD,available
Super Bitcoin,super-bitcoin,SBTC,USD,available
CryptoBossCoin,cryptobosscoin,CBC,USD,available
Ethereum eRush,ethereum-erush,EER,USD,available
EurocoinToken,eurocoin-token,ECTE,USD,available
Exchange Union,exchange-union,XUC,USD,available
FrankyWillCoin,frankywillcoin,FRWC,USD,available
GameLeagueCoin,gameleaguecoin,GML,USD,available
Halloween Coin,halloween-coin,HALLO,USD,available
Jibrel Network,jibrel-network,JNT,USD,available
ThoreCashTRX,thore-cash-trx,TCHTRX,USD,available
United Bitcoin,united-bitcoin,UBTC,USD,available
CryptoWorldX Token,cryptoworldx-token,CWXT,USD,available
Cryptoindex.com 100,cryptoindex-com-100,CIX100,USD,available
Digital Bullion Gold,digital-bullion-gold,DBG,USD,available
Advanced Internet Blocks,advanced-internet-blocks,AIB,USD,available
